Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-10-14,17.5011,17.5469,16.5624,17.4571,8948.9023514073
2020-10-15,17.2774,17.3663,16.8301,17.3663,3228.46769423
2020-10-16,17.2774,17.3663,17.1435,17.3223,4928.4871378864
2020-10-19,17.3663,17.5011,17.2774,17.3663,2170.7940588228
2020-10-20,17.1875,17.3223,17.0986,17.3223,56630.001541271
2020-10-21,17.5011,17.5011,17.1435,17.2774,527.26756898636
2020-10-22,17.4571,17.4571,17.2774,17.4122,724.99290735624
2020-10-23,17.4122,17.6807,17.3663,17.6807,1089.0586097516
2020-10-26,17.7247,17.7247,17.5469,17.5469,300.24958789501
2020-10-27,17.6807,17.9044,17.5469,17.9044,1876.8214657967
2020-10-28,17.9044,17.9044,17.0097,17.4122,2514.9826108
2020-10-29,17.4571,17.7696,17.4571,17.5469,1530.5405821965
2020-10-30,17.4571,17.4571,17.0097,17.4571,870.40995515208
2020-11-02,16.919,17.5469,16.919,17.5469,64727.324922133
2020-11-03,17.5909,17.8595,17.1435,17.8595,5148.1819582973
2020-11-04,17.9942,18.172,17.9942,18.172,2073.5006383551
2020-11-05,18.2619,19.3363,18.2619,19.3363,3635.426194896
2020-11-06,18.3518,19.2474,18.3518,18.8001,1481.3707890569
2020-11-09,18.889,19.516,17.9942,18.7093,16449.911219725
2020-11-10,18.8001,18.8001,18.4416,18.6194,1257.4913054
2020-11-12,18.7093,18.7093,18.4416,18.5315,2433.3816775045
2020-11-13,18.5315,18.5315,18.2619,18.2619,2816.2783645065
2020-11-16,18.6194,18.889,18.2619,18.3518,22646.351321126
2020-11-17,18.9788,19.2474,18.8001,19.0677,5172.2437719614
2020-11-18,19.0677,19.3363,18.5315,18.6194,5499.6936709549
2020-11-19,18.7093,19.516,18.4416,18.7093,18214.792943693
2020-11-20,18.8001,18.9788,18.6194,18.9788,36351.123451525
2020-11-23,19.0677,19.6039,19.0677,19.1566,9263.7982606631
2020-11-24,19.3363,19.8735,19.0677,19.6948,6135.7624843353
2020-11-25,19.7846,19.9634,19.6948,19.7846,2455.3511595456
2020-11-26,19.9634,19.9634,19.6039,19.9634,6592.9369439524
2020-11-27,19.8735,20.0523,19.8735,20.0523,1663.4036402546
2020-11-30,20.1421,20.1421,19.6039,20.1421,5164.920611281
2020-12-01,20.232,20.232,20.0523,20.0523,2766.0624055554
2020-12-02,20.1421,20.1421,19.8735,19.8735,1396.631358327
2020-12-03,19.9634,20.0523,19.8735,20.0523,2302.6109510694
2020-12-04,20.0523,20.1421,19.7846,19.9634,9570.324843427
2020-12-07,20.0523,20.1421,19.6948,20.0523,4990.2109207637
2020-12-08,20.0523,20.0523,19.8735,19.8735,4196.1710698498
2020-12-09,19.7846,20.232,19.7846,20.232,10695.999256581
2020-12-10,20.232,20.232,19.9634,19.9634,8971.9179992599
2020-12-11,20.0523,20.232,19.8735,20.1421,5089.5966728544
2020-12-14,20.1421,20.232,19.9634,19.9634,4716.1154781557
2020-12-15,20.0523,20.0523,19.8735,19.9634,5332.307141118
2020-12-16,19.9634,20.1421,19.8735,20.0523,2083.9622964699
2020-12-17,20.1421,20.3209,19.9634,19.9634,6060.4385459087
2020-12-18,20.1421,20.1421,19.9634,20.0523,3458.6241727557
2020-12-21,20.0523,20.1421,19.3363,19.8735,8780.4696557589
2020-12-22,20.5111,20.5111,20.1469,20.3295,2574.6140620544
2020-12-23,20.3295,20.3295,20.1469,20.2387,2052.5773221255
2020-12-28,20.4203,20.7854,20.2387,20.5111,9142.4430265313
2020-12-29,20.6028,21.2405,20.6028,21.1506,8058.6152458371
2020-12-30,21.2405,21.8799,21.1506,21.7882,15465.469191122
2021-01-04,21.8799,22.4257,21.7882,22.0616,10705.414748884
2021-01-05,23.8844,23.8844,21.8799,22.0616,17083.887701483
2021-01-07,22.1523,22.6092,21.7882,21.8799,41087.1160801
2021-01-08,22.3349,23.155,21.8799,22.1523,45175.532071366
2021-01-11,22.0616,22.2441,21.6055,21.8799,19401.144973913
2021-01-12,22.0616,22.0616,21.2405,21.3321,12190.970201187
2021-01-13,21.3321,21.5148,20.6946,20.968,8460.3429174458
2021-01-14,20.8762,20.968,20.7854,20.8762,2524.3981031033
2021-01-15,20.968,21.2405,20.7854,20.968,5032.057553223
2021-01-18,21.1506,21.1506,20.8762,21.1506,9551.4938588203
2021-01-19,21.3321,21.3321,21.1506,21.3321,13439.046014283
2021-01-20,21.6964,21.6964,21.3321,21.6055,10015.991479118
2021-01-21,21.424,21.7882,20.6028,20.968,8305.5103773466
2021-01-22,20.6028,21.424,20.3295,21.2405,30759.36718916
2021-01-25,21.424,21.424,20.968,20.968,5482.9550179712
2021-01-26,21.0587,21.2405,20.968,21.0587,4809.2242353775
2021-01-27,21.0587,21.0587,20.6028,20.968,3198.128885697
2021-01-28,20.6946,21.2405,20.6028,20.6028,3509.8862975183
2021-01-29,20.8762,21.0587,20.6028,21.0587,8190.4321380837
2021-02-01,21.2405,21.2405,20.968,21.2405,12158.53906103
2021-02-02,21.1506,21.2405,20.968,21.1506,17839.219417371
2021-02-03,21.424,22.6092,21.424,22.3349,48122.581162309
2021-02-04,22.7909,23.2468,22.2441,22.2441,16389.233602659
2021-02-05,22.2441,22.8816,22.2441,22.4257,6857.6168942571
2021-02-08,22.4257,22.8816,22.4257,22.7909,8176.8319825345
2021-02-09,22.7909,22.9734,21.9697,22.5175,7859.8437416558
2021-02-10,22.6092,22.9734,22.4257,22.4257,3803.8588905444
2021-02-11,22.7909,22.7909,22.4257,22.7,5160.7359480351
2021-02-12,22.9734,23.0652,22.3349,22.7909,3674.1343299208
2021-02-15,22.6092,22.7909,22.3349,22.3349,8708.2842147667
2021-02-16,22.7909,23.0652,22.5175,22.7,10654.152624121
2021-02-17,22.8816,23.2468,22.7,22.7,6149.3626398845
2021-02-18,22.7909,23.2468,22.5175,22.7909,4376.1115894245
2021-02-19,23.0652,23.0652,22.5175,22.7909,2072.4544725436
2021-02-22,22.8816,23.155,22.7909,22.7909,66128.140943706
2021-02-23,22.7909,23.5202,22.3349,22.7909,12983.963886289
2021-02-24,22.8816,23.4294,22.8816,23.155,10847.693299245
2021-02-25,23.5202,23.5202,23.0652,23.0652,6146.2241424501
2021-02-26,23.0652,23.155,22.6092,22.7,5958.960462195
2021-03-01,22.7909,23.3376,22.6092,22.9734,4557.0982748107
2021-03-02,22.7909,22.8816,22.6092,22.6092,5316.6146539458
2021-03-03,22.7,22.7,22.3349,22.5175,7199.7131146113
2021-03-04,22.6092,22.6092,22.3349,22.5175,2780.7087269161
2021-03-05,22.6092,22.6092,21.8799,22.0616,11459.700298962
2021-03-08,22.3349,22.5175,21.9697,21.9697,21923.450745393
2021-03-09,22.2441,22.2441,21.7882,21.9697,12268.386471236
2021-03-10,21.9697,22.0616,21.6055,21.6055,7007.2186052988
2021-03-11,21.5148,22.2441,21.5148,22.2441,8433.1426063473
2021-03-12,22.2441,22.4257,22.1523,22.2441,10819.446822335
2021-03-15,22.2441,22.3349,22.0616,22.0616,5018.4573976737
2021-03-16,22.5175,22.7,22.0616,22.6092,10406.2113268
2021-03-17,22.7909,23.7027,22.0616,22.3349,34771.413076189
2021-03-18,22.3349,22.7,21.8799,22.3349,18434.487764104
2021-03-19,22.5175,22.8816,22.2441,22.6092,52824.050319104
2021-03-22,22.7909,23.3376,22.5175,22.8816,42112.358575351
2021-03-23,23.3376,23.3376,22.7909,22.7909,18352.886830809
2021-03-24,22.8816,23.155,22.6092,22.7909,8983.4258231862
2021-03-25,22.7,22.7,22.5175,22.7,7665.2569007203
2021-03-26,22.6092,22.9734,22.3349,22.5175,7769.8734818684
2021-03-29,22.5175,22.7909,22.0616,22.1523,17577.677964501
2021-03-30,22.1523,22.1523,21.9697,22.1523,10587.198012186
2021-03-31,22.3349,22.4257,21.9697,22.4257,5463.0778675531
2021-04-01,22.4257,22.7,22.2441,22.3349,4346.818946703
2021-04-06,22.4257,22.6092,22.3349,22.3349,12808.208029961
2021-04-07,22.5175,22.5175,21.5148,22.3349,26119.621815242
2021-04-08,22.3349,22.5175,21.9697,22.2441,13492.400470668
2021-04-09,22.3349,22.3349,21.7882,22.0616,12137.615744801
2021-04-12,22.1523,22.2441,21.7882,21.8799,18682.429061426
2021-04-13,22.0616,22.0616,21.5148,21.6055,21521.723073784
2021-04-14,21.7882,21.7882,21.2405,21.3321,14133.700113107
2021-04-15,21.424,21.8799,21.424,21.6055,6166.1012928682
2021-04-16,22.3349,23.2468,21.3321,22.1523,179525.19174756
2021-04-19,22.5175,22.7909,22.1523,22.3349,31730.209062215
2021-04-20,22.4257,22.4257,21.8799,22.1523,9708.4187305424
2021-04-21,22.3349,22.4257,21.9697,22.3349,5394.0309239954
2021-04-22,22.3349,22.3349,21.7882,21.7882,20999.686333856
2021-04-23,21.7882,22.1523,21.5148,22.1523,5426.4620641513
2021-04-26,22.1523,22.3349,21.7882,22.2441,4901.2868267879
2021-04-27,22.3349,22.3349,21.3321,21.5148,42688.795937477
2021-04-28,21.7882,22.3349,21.5148,21.7882,13161.812074241
2021-04-29,21.9697,22.2441,21.9697,22.2441,10566.274695957
2021-04-30,22.2441,22.2441,21.7882,21.8799,10861.293454794
2021-05-04,22.1523,22.2441,21.8799,22.1523,9353.7685204504
2021-05-05,22.2441,22.3349,21.9697,22.1523,6017.5457476379
2021-05-06,22.2441,22.3349,21.6964,22.1523,7218.544099218
2021-05-07,22.3349,22.3349,21.9697,22.3349,11502.593097232
2021-05-10,22.3349,22.3349,22.1523,22.3349,12312.325435319
2021-05-11,22.3349,22.3349,21.9697,21.9697,12222.355175531
2021-05-12,22.2441,22.3349,21.3321,21.8799,27178.341616462
2021-05-13,21.8799,21.8799,21.6055,21.8799,3593.5795624368
2021-05-14,21.9697,22.0616,21.3321,21.7882,21348.059549078
2021-05-17,21.8799,22.0616,21.7882,22.0616,3659.4880085601
2021-05-18,22.0616,22.3349,21.6055,21.6055,26456.48720654
2021-05-19,21.8799,21.8799,21.5148,21.6964,10479.442933603
2021-05-20,21.7882,22.0616,21.6055,22.0616,7612.9486101463
2021-05-21,22.0616,22.0616,21.6055,21.8799,11822.719835545
2021-05-24,22.0616,22.0616,21.6964,21.6964,59242.277572539
2021-05-25,21.8799,22.0616,21.7882,21.8799,8482.3123994869
2021-05-26,21.8799,22.0616,21.6964,21.8799,6567.8289644769
2021-05-27,21.8799,21.8799,21.7882,21.8799,3691.919148716
2021-05-28,21.8799,21.9697,21.7882,21.9697,7918.4290270987
2021-05-31,22.0616,22.0616,21.7882,21.9697,18278.609058193
2021-06-01,21.9697,21.9697,21.7882,21.7882,9411.3076400819
2021-06-02,21.9697,21.9697,21.7882,21.9697,5090.6428386659
2021-06-04,21.9697,21.9697,21.7882,21.9697,4762.1467738609
2021-06-07,21.9697,21.9697,21.6055,21.6964,13029.995181994
2021-06-08,21.7882,21.8799,21.6055,21.6055,7860.8899074672
2021-06-09,21.6964,21.6964,21.5148,21.6964,11657.425637332
2021-06-10,21.6964,21.6964,21.3321,21.6964,12684.760464206
2021-06-11,21.6964,21.7882,21.5148,21.5148,4857.3478627057
2021-06-14,21.7882,21.9697,20.7854,20.968,45772.892749723
2021-06-15,21.0587,21.424,21.0587,21.3321,7318.9760171201
2021-06-16,21.2405,21.424,20.968,21.2405,8516.8358712657
2021-06-17,21.2405,21.2405,20.968,21.2405,5798.8970930384
2021-06-18,21.3321,21.3321,21.0587,21.2405,3722.2579572489
2021-06-21,20.968,21.3321,20.968,21.2405,5101.1044967807
2021-06-22,21.3321,21.5148,21.2405,21.5148,3660.5341743716
2021-06-23,21.5148,21.6055,21.3321,21.5148,2948.0952567531
2021-06-24,21.5148,21.7882,21.5148,21.6964,5013.2265686163
2021-06-25,21.6964,21.8799,21.3321,21.6964,4567.5599329255
2021-06-28,21.7882,21.8799,21.5148,21.7882,3111.2971233441
2021-06-29,21.8799,22.0616,21.6964,21.8799,7041.7420770777
2021-06-30,21.9697,22.0616,21.3321,21.3321,3132.2204395737
2021-07-01,21.3321,21.7882,21.3321,21.7882,2946.0029251301
2021-07-02,21.7882,21.8799,21.6055,21.7882,3111.2971233441
2021-07-05,22.0616,22.1523,21.7882,22.0616,5539.4479717912
2021-07-06,22.0616,22.1523,21.8799,21.8799,4759.0082764265
2021-07-07,21.9697,22.0616,21.6055,21.6055,2866.4943234576
2021-07-08,21.8799,21.9697,21.6964,21.7882,3568.4715829612
2021-07-09,21.8799,22.0616,21.7882,21.9697,1601.6798573772
2021-07-12,22.2441,22.2441,21.7882,21.8799,8850.5627651281
2021-07-13,21.9697,21.9697,21.3321,21.8799,10539.074384858
2021-07-14,21.8799,22.0616,21.7882,22.0616,6055.2077168513
2021-07-15,22.0616,22.3349,21.8799,22.3349,7362.9149812023
2021-07-16,22.4257,22.4257,21.8799,22.1523,8376.6496525273
2021-07-19,22.1523,22.3349,21.6055,21.6964,7735.3500100895
2021-07-20,21.6964,21.8799,21.6055,21.7882,2255.5334895527
2021-07-21,21.8799,21.8799,21.6964,21.8799,7658.9799058514
2021-07-22,21.8799,21.8799,21.6964,21.7882,1274.2299583837
2021-07-23,21.8799,21.8799,21.6964,21.8799,7124.3891761847
2021-07-26,21.8799,21.8799,21.6964,21.8799,4088.4159912672
2021-07-27,21.8799,21.9697,21.7882,21.7882,1863.2213102474
2021-07-28,21.9697,22.3349,21.6964,21.6964,46326.314463995
2021-07-29,21.6964,21.9697,21.6964,21.8799,21329.228564472
2021-07-30,21.8799,22.2441,21.8799,22.1523,12897.132123937
2021-08-02,22.1523,22.3349,22.1523,22.3349,10488.858425907
2021-08-03,22.3349,22.4257,22.0616,22.4257,5789.4816007351
2021-08-04,22.5175,22.9734,22.2441,22.7,33108.009435935
2021-08-05,22.7,22.7,22.3349,22.5175,9450.0157751067
2021-08-06,22.894,22.894,21.8579,22.3292,23602.54687282
2021-08-09,22.5175,22.7058,22.3292,22.6121,13737.203270555
2021-08-10,22.4229,22.6121,22.1408,22.5175,11099.819259812
2021-08-11,22.5175,22.5175,22.4229,22.4229,5311.3838248884
2021-08-12,22.5175,22.5175,22.1408,22.3292,7510.4243606211
2021-08-13,22.3292,22.3292,22.0462,22.3292,8841.1472728248
2021-08-16,22.3292,22.3292,22.0462,22.2345,4596.8525756469
2021-08-17,22.2345,22.3292,21.8579,22.1408,8066.984572329
2021-08-18,22.1408,22.2345,22.0462,22.1408,6881.6787079211
2021-08-19,22.1408,22.2345,21.8579,22.0462,5241.2907155191
2021-08-20,21.9525,22.1408,21.8579,21.9525,6404.6270978859
2021-08-23,22.0462,22.5175,21.5749,21.6697,25450.075695895
2021-08-24,21.6697,21.8579,21.5749,21.6697,38774.043470916
2021-08-25,21.8579,21.8579,21.5749,21.7633,17024.256250229
2021-08-26,21.7633,21.7633,21.5749,21.6697,4288.2336612601
2021-08-27,21.7633,21.8579,21.6697,21.7633,5582.3407700619
2021-08-30,21.7633,21.9525,21.7633,21.9525,3020.2806977453
2021-08-31,21.9525,21.9525,21.4813,21.6697,14656.783018847
2021-09-01,21.5749,21.6697,21.1037,21.1983,20134.507207761
2021-09-02,21.1983,21.293,20.2559,21.1037,44922.359944988
2021-09-03,21.1037,21.1037,20.7271,20.9155,9281.5830794583
2021-09-06,20.9155,20.9155,20.2559,20.8217,14226.808870329
2021-09-07,20.9155,20.9155,20.7271,20.8217,7287.5910427757
2021-09-08,20.7271,20.9155,20.3505,20.7271,9030.5032847028
2021-09-09,20.7271,20.9155,20.6335,20.7271,4631.3760474258
2021-09-10,20.7271,20.7271,20.5388,20.7271,4545.5904508844
2021-09-13,20.7271,21.4813,20.7271,21.293,18346.60983594
2021-09-14,21.6697,21.6697,21.293,21.3867,7440.3312512519
2021-09-15,21.4813,21.5749,21.0101,21.1037,9579.7403357303
2021-09-16,21.1983,21.1983,20.8217,21.1037,8030.3687689271
2021-09-17,21.1983,21.3867,20.8217,21.1037,6196.4401014012
2021-09-20,21.1983,21.1983,20.5388,20.5388,14500.904312936
2021-09-21,20.5388,20.8217,20.5388,20.6335,3600.9027231171
2021-09-22,20.8217,21.1037,20.7271,20.8217,3251.4833420825
2021-09-23,21.0101,21.1037,20.9155,21.0101,15384.914423637
2021-09-24,21.1983,21.1983,20.8217,20.8217,4880.3635105582
2021-09-27,20.8217,21.0101,20.6335,20.7271,8922.7482061203
2021-09-28,20.8217,20.8217,20.6335,20.6335,7372.3304735057
2021-09-29,20.6335,20.7271,20.6335,20.7271,5829.2359015714
2021-09-30,20.6335,20.7271,20.6335,20.7271,3044.3425114093
2021-10-01,20.8217,20.8217,20.6335,20.6335,2487.7822997015
2021-10-04,20.8217,20.8217,20.5388,20.8217,6308.3798432296
2021-10-05,20.7271,20.8217,20.6335,20.6335,5792.6200981696
2021-10-06,20.8217,20.9155,20.5388,20.6335,12669.067977033
2021-10-07,20.7271,20.7271,20.6335,20.7271,5004.8572421245
2021-10-08,20.6335,20.7271,20.5388,20.7271,18136.330507832
2021-10-11,20.7271,20.7271,20.6335,20.6335,15176.727427153
2021-10-12,20.7271,20.8217,20.6335,20.7271,3554.871427412
2021-10-13,20.8217,20.8217,20.6335,20.7271,4129.216457915
2021-10-14,20.8217,20.8217,20.6335,20.7271,6194.3477697782
2021-10-15,20.8217,20.8217,20.6335,20.7271,2229.3793442657
2021-10-18,20.7271,20.7271,19.7856,20.3505,15735.379970484
2021-10-19,20.4451,20.6335,20.2559,20.5388,9439.5541169919
2021-10-20,20.5388,20.7271,20.3505,20.6335,10427.134643029
2021-10-21,20.6335,20.7271,20.4451,20.6335,2184.3942143721
2021-10-22,20.4451,20.6335,20.4451,20.5388,2619.5991919481
2021-10-25,20.5388,20.7271,20.4451,20.4451,3661.580340183
2021-10-26,20.4451,20.7271,20.3505,20.3505,10396.795834497
2021-10-27,20.2559,20.4451,20.2559,20.4451,4383.4347501048
2021-10-28,20.4451,20.5388,20.3505,20.4451,2666.6766534647
2021-10-29,20.5388,20.5388,20.3505,20.3505,7368.1458102597
2021-11-02,20.4451,20.5388,20.0675,20.1621,11429.361490428
2021-11-03,20.1621,20.1621,19.691,19.7856,21266.458615783
2021-11-04,19.7856,19.7856,19.5027,19.5964,17837.127085749
2021-11-05,19.5964,19.7856,19.408,19.5027,16244.862720675
2021-11-08,19.5964,19.5964,19.126,19.2197,30296.961900486
2021-11-09,19.3143,19.408,18.7484,19.3143,31832.73331174
2021-11-10,19.3143,19.3143,19.0314,19.126,6160.8704638108
2021-11-12,19.2197,19.5027,18.8431,19.126,32007.443002257
2021-11-15,19.0314,19.3143,18.9368,19.126,7458.1160700471
2021-11-16,19.126,19.3143,18.7484,18.7484,26794.398763648
2021-11-17,18.8431,18.9368,18.7484,18.8431,8704.0995515208
2021-11-18,18.8431,19.0314,18.5602,18.6548,16052.368211363
2021-11-19,18.6079,18.8431,18.6079,18.7484,12307.094606261
2021-11-22,18.7484,18.9368,18.6079,18.8431,8871.4860813578
2021-11-23,18.9368,18.9368,18.6548,18.8431,7620.2717708266
2021-11-24,18.8431,18.8431,18.2304,18.3718,50848.889267028
2021-11-25,18.5133,18.6548,17.9484,17.9484,39789.870473864
2021-11-26,18.0889,18.2304,17.6187,17.9006,32395.570518316
2021-11-29,18.1367,18.3718,17.1474,17.4293,52056.164613477
2021-11-30,17.524,17.9006,17.4293,17.8537,43946.287242876
2021-12-01,18.2782,18.4665,18.1367,18.3718,20821.838145904
2021-12-02,18.3718,18.6079,18.3251,18.6079,11074.711280336
2021-12-03,18.6079,18.6079,18.3718,18.4665,21299.93592175
2021-12-06,18.3718,18.4665,18.1367,18.2782,12708.82227787
2021-12-07,18.2782,18.5602,18.1835,18.2304,19734.871867775
2021-12-08,18.2782,18.5602,18.1835,18.3251,13053.010829846
2021-12-09,18.3251,18.3718,18.1367,18.2304,15756.303286713
2021-12-10,18.2304,18.3251,17.7123,18.0889,34336.208098613
2021-12-13,18.0889,18.0889,17.6655,17.807,23557.561742927
2021-12-14,17.9006,17.9484,17.6187,17.9006,11807.027348373
2021-12-15,17.9006,17.9006,17.4293,17.7591,19452.407098675
2021-12-16,17.8537,17.9484,17.7591,17.9006,15436.1765484
2021-12-17,17.9484,17.9484,17.524,17.5709,22795.953032168
2021-12-20,17.7123,17.807,17.4771,17.5709,24530.495947604
2021-12-21,17.6187,17.7123,17.4293,17.6655,35393.88173402
2021-12-22,17.6655,17.7123,17.2889,17.4771,28396.078621026
2021-12-23,17.3356,17.7123,17.2889,17.6655,25240.842533598
2021-12-27,17.4771,17.6655,17.3356,17.6187,33047.331818869
2021-12-28,17.6187,17.9006,17.4293,17.6655,27501.606852209
2021-12-29,17.7123,18.0889,17.6655,18.0889,14325.148456608
2021-12-30,18.6548,19.0314,18.2782,18.7484,28787.344634519
2022-01-03,18.9368,19.5964,18.8431,19.3143,35310.188469102
2022-01-04,19.691,20.6335,19.408,19.691,38943.522332375
2022-01-05,19.691,19.7856,19.5027,19.5027,13589.693891136
2022-01-07,19.7856,19.7856,19.5027,19.691,14270.74783441
2022-01-10,19.691,19.7856,19.0314,19.2197,28256.938568098
2022-01-11,19.3143,19.5964,19.126,19.5027,10177.101014086
2022-01-12,19.691,19.9739,19.408,19.7856,15925.782148174
2022-01-13,19.7856,19.8793,19.3143,19.691,21030.025142388
2022-01-14,19.5954,19.691,19.0218,19.3086,21177.534521808
2022-01-17,19.4042,19.4998,19.1175,19.3086,10739.938220662
2022-01-18,19.4042,19.4042,19.0696,19.1175,9213.582301712
2022-01-19,19.2131,19.4042,18.9262,18.9262,10455.38111994
2022-01-20,19.0696,19.1175,18.6394,18.735,9066.0729222932
2022-01-21,18.735,18.974,18.4484,18.7829,8597.3906387498
2022-01-24,18.735,18.7829,17.9704,18.1616,27778.840792252
2022-01-25,17.9704,18.1616,17.588,17.8748,21004.917162913
2022-01-26,17.9704,18.3049,17.8748,18.1616,11938.844240619
2022-01-27,18.1616,18.3049,17.9704,18.3049,9115.2427154328
2022-01-28,18.3049,18.6394,18.066,18.066,12005.798852554
2022-01-31,18.3528,18.3528,17.9704,18.1616,6932.9408326837
2022-02-01,18.2572,18.5439,18.2572,18.3049,9947.9907013716
2022-02-02,18.5917,18.5917,18.1138,18.2572,13486.1234758
2022-02-03,18.3049,18.3049,18.1138,18.2094,6780.2006242075
2022-02-04,18.2572,18.3528,18.1616,18.3049,7613.9947759578
2022-02-07,18.3528,18.3528,17.6836,18.1138,9388.2919922293
2022-02-08,18.1138,18.2572,18.066,18.2572,2225.1946810198
2022-02-09,18.2572,18.5917,18.2094,18.2094,9870.574431322
2022-02-10,18.2572,18.5439,18.1616,18.3528,7158.9126479636
2022-02-11,18.2572,18.735,18.2572,18.6873,6175.5167851716
2022-02-14,18.4484,18.6394,18.1616,18.5439,9519.0627186644
2022-02-15,18.5439,18.6873,18.3049,18.4484,6383.7037816563
2022-02-16,18.6394,18.9262,18.4005,18.8785,11879.212789365
2022-02-17,18.8306,18.8785,18.4961,18.735,6347.0879782544
2022-02-18,18.735,18.7829,18.4961,18.735,4516.2978081629
2022-02-21,18.4961,18.6394,18.2094,18.4961,6836.6935780275
2022-02-22,18.2572,18.6873,18.1616,18.6394,10559.997701088
2022-02-23,18.6394,18.6873,18.1616,18.1616,13284.213474184
2022-02-24,18.0182,18.066,16.2498,17.2057,39273.064562992
2022-02-25,17.3968,18.4484,17.3968,18.4484,12720.330101796
2022-02-28,18.2572,18.2572,17.6836,18.1616,9618.4484707551
2022-03-01,18.1616,18.1616,17.7792,17.827,18540.150511064
2022-03-02,17.7792,18.1616,17.6836,17.9704,3997.3995656684
2022-03-03,17.9226,18.0182,17.6836,17.827,6531.2131610751
2022-03-04,17.827,18.066,17.7314,17.8748,7424.6387640797
2022-03-07,17.827,18.066,17.5403,18.066,14921.462969152
2022-03-08,18.066,18.066,17.827,17.9704,6605.4909336902
2022-03-09,17.7314,17.9704,17.7314,17.9704,6165.0551270568
2022-03-10,17.9704,17.9704,17.6836,17.7314,11544.439729691
2022-03-11,17.7792,17.9704,17.6836,17.9704,8491.7278917902
2022-03-14,17.9704,18.066,17.7792,18.0182,5636.7413922589
2022-03-15,18.0182,18.066,17.7792,18.0182,11370.776204986
2022-03-16,18.0182,18.066,17.8748,17.8748,13850.189178195
2022-03-17,18.0182,18.066,17.7792,18.0182,18108.084030923
2022-03-18,18.0182,18.066,17.9704,18.066,5350.0919599132
2022-03-21,18.066,18.1616,18.0182,18.066,14819.984885438
2022-03-22,18.1616,18.1616,17.9704,18.0182,10971.140864999
2022-03-23,18.0182,18.0182,17.5403,17.7314,25373.705591657
2022-03-24,17.7792,18.0182,17.7792,17.8748,3901.1523110122
2022-03-25,17.9704,18.0182,17.7792,17.7792,2567.290901374
2022-03-28,17.7792,18.066,17.6836,18.0182,18685.56755886
2022-03-29,18.066,18.2572,17.7314,17.7314,16386.095105225
2022-03-30,17.7792,17.9704,17.6358,17.9226,14159.854258394
2022-03-31,17.9226,17.9226,17.6836,17.827,9468.8467597133
2022-04-01,17.827,17.8748,17.6358,17.6836,23648.578168525
2022-04-04,17.7792,17.7792,17.588,17.6836,6443.3352329107
2022-04-05,17.6358,17.9226,17.6358,17.7314,4638.6992081062
2022-04-06,17.7792,17.8748,17.6836,17.6836,4748.5466183117
2022-04-07,17.6836,17.8748,17.6836,17.827,5772.7429477514
2022-04-08,17.7314,17.827,17.6836,17.827,1349.5538968103
2022-04-11,17.827,17.9226,17.7792,17.9226,4732.8541311394
2022-04-12,17.9226,17.9226,17.7792,17.8748,6110.6545048597
2022-04-13,17.8748,17.9704,17.7792,17.7792,3522.4402872561
2022-04-14,17.9513,18.066,17.8557,17.8557,1205.183014826
2022-04-19,18.0851,18.1041,17.7218,18.1041,6134.7163185238
2022-04-20,18.1041,18.1233,17.8557,18.066,2495.1054603819
2022-04-21,18.1233,18.1233,17.8939,17.913,1761.7432265338
2022-04-22,18.066,18.066,17.7983,17.8366,1588.079701828
2022-04-25,17.4924,18.0277,17.1101,17.3586,17394.598947492
2022-04-26,17.3012,17.7792,17.0528,17.1101,6531.2131610751
2022-04-27,17.1101,17.1101,16.8234,16.8807,16116.184325863
2022-04-28,16.8234,16.8615,16.6321,16.7277,12612.575023213
2022-04-29,16.8807,16.8807,16.6321,16.6895,4738.0849601968
2022-05-02,16.8425,16.8425,16.441,16.4983,4183.617080112
2022-05-04,16.6321,16.7086,16.288,16.288,5210.9519069862
2022-05-05,16.3454,16.3454,16.1542,16.1542,15581.593596196
2022-05-06,16.1352,16.1352,15.8483,15.9058,8151.7240030589
2022-05-09,16.2116,16.2307,15.7719,16.0204,6727.8923336335
2022-05-10,16.0586,16.0777,15.8675,16.0395,5815.6357460221
2022-05-11,16.0586,16.0586,15.294,15.6381,16537.78914789
2022-05-12,15.6381,15.6381,14.7969,14.8734,18522.365692269
2022-05-13,15.1028,15.2556,14.7969,15.0072,23268.819978957
2022-05-16,15.0072,15.0645,14.7969,14.9116,10590.336509621
2022-05-17,14.816,14.816,14.4337,14.6822,23518.853607901
2022-05-18,14.6249,14.6249,14.2999,14.3189,34733.751106976
2022-05-19,14.2424,14.3189,14.0512,14.1468,14617.02871801
2022-05-20,13.9558,14.1468,13.8028,13.8602,22734.229249291
2022-05-23,13.841,13.8602,13.669,13.8602,18735.783517811
2022-05-24,13.8602,13.8984,13.7072,13.8028,54401.668362816
2022-05-25,13.8219,14.0705,13.7072,13.7072,35730.747125318
2022-05-26,13.9558,14.0322,13.8219,13.8602,19007.786628796
2022-05-27,13.8602,13.8602,13.4778,13.669,11344.622059699
2022-05-30,13.669,14.013,13.5925,14.013,10256.609615758
2022-05-31,14.0512,14.338,13.8984,14.1278,26318.393319424
2022-06-01,14.2807,14.338,13.9749,14.0512,38473.79388302
2022-06-02,14.0512,14.1661,13.8602,14.0322,5059.2578643215
